,lags,params,custom_metric,n_estimators,max_depth,learning_rate,subsample,colsample_bytree,gamma,reg_alpha,reg_lambda
60,[1 2 3 4 5 6 7],"{'n_estimators': 1100, 'max_depth': 5, 'learning_rate': 0.24080923176542768, 'subsample': 0.6392347065271191, 'colsample_bytree': 0.5241899865379347, 'gamma': 0.0918479715521428, 'reg_alpha': 0.8019795981263863, 'reg_lambda': 0.2561758237958104}",84.99465792841798,1100.0,5.0,0.24080923176542768,0.6392347065271191,0.5241899865379347,0.0918479715521428,0.8019795981263863,0.2561758237958104
157,[1 2 3 4 5 6 7],"{'n_estimators': 1100, 'max_depth': 3, 'learning_rate': 0.26384523701577184, 'subsample': 0.6885917075983614, 'colsample_bytree': 0.515528774474168, 'gamma': 0.28666392126087575, 'reg_alpha': 0.7171495806126444, 'reg_lambda': 0.7188319938293669}",85.02525890517519,1100.0,3.0,0.26384523701577184,0.6885917075983614,0.515528774474168,0.28666392126087575,0.7171495806126444,0.7188319938293669
47,[1 2 3 4 5 6 7],"{'n_estimators': 1100, 'max_depth': 4, 'learning_rate': 0.21524129464008407, 'subsample': 0.5868295472183427, 'colsample_bytree': 0.6495257901835264, 'gamma': 0.7602064372680919, 'reg_alpha': 0.6286759367148573, 'reg_lambda': 0.5627461532989607}",85.42946275090057,1100.0,4.0,0.21524129464008407,0.5868295472183427,0.6495257901835264,0.7602064372680919,0.6286759367148573,0.5627461532989607
167,[1 2 3 4 5 6 7],"{'n_estimators': 1100, 'max_depth': 3, 'learning_rate': 0.2598589041974071, 'subsample': 0.7063206657095453, 'colsample_bytree': 0.6854174035604117, 'gamma': 0.4763343958646449, 'reg_alpha': 0.9410201489159367, 'reg_lambda': 0.3777467040025755}",85.63108735119268,1100.0,3.0,0.2598589041974071,0.7063206657095453,0.6854174035604117,0.4763343958646449,0.9410201489159367,0.3777467040025755
120,[1 2 3 4 5 6 7],"{'n_estimators': 1100, 'max_depth': 3, 'learning_rate': 0.18482054738744075, 'subsample': 0.7314501365660405, 'colsample_bytree': 0.6519195699708006, 'gamma': 0.43604668048649187, 'reg_alpha': 0.9374324590542433, 'reg_lambda': 0.5353970968532649}",85.65369006327418,1100.0,3.0,0.18482054738744075,0.7314501365660405,0.6519195699708006,0.43604668048649187,0.9374324590542433,0.5353970968532649
116,[1 2 3 4 5 6 7],"{'n_estimators': 600, 'max_depth': 6, 'learning_rate': 0.20152478143133848, 'subsample': 0.6455156512465734, 'colsample_bytree': 0.6112932471922349, 'gamma': 0.2684244790035438, 'reg_alpha': 0.8868355486851239, 'reg_lambda': 0.43975120869312456}",85.67006079565566,600.0,6.0,0.20152478143133848,0.6455156512465734,0.6112932471922349,0.2684244790035438,0.8868355486851239,0.43975120869312456
50,[1 2 3 4 5 6 7],"{'n_estimators': 1200, 'max_depth': 4, 'learning_rate': 0.24415047553214644, 'subsample': 0.6377867758213629, 'colsample_bytree': 0.4732431655819147, 'gamma': 0.12651517064850099, 'reg_alpha': 0.708040897674319, 'reg_lambda': 0.5033353036732258}",85.87420663679374,1200.0,4.0,0.24415047553214644,0.6377867758213629,0.4732431655819147,0.12651517064850099,0.708040897674319,0.5033353036732258
136,[1 2 3 4 5 6 7],"{'n_estimators': 1100, 'max_depth': 6, 'learning_rate': 0.2592424319323666, 'subsample': 0.614849095505007, 'colsample_bytree': 0.49095091379440586, 'gamma': 0.5278857487742598, 'reg_alpha': 0.9161378960962399, 'reg_lambda': 0.5231338120273005}",85.92892119225357,1100.0,6.0,0.2592424319323666,0.614849095505007,0.49095091379440586,0.5278857487742598,0.9161378960962399,0.5231338120273005
128,[1 2 3 4 5 6 7],"{'n_estimators': 900, 'max_depth': 4, 'learning_rate': 0.2663138995984958, 'subsample': 0.5990957595160669, 'colsample_bytree': 0.5976958912500321, 'gamma': 0.2798542880164455, 'reg_alpha': 0.7630738747457159, 'reg_lambda': 0.529535708224405}",86.03397415821138,900.0,4.0,0.2663138995984958,0.5990957595160669,0.5976958912500321,0.2798542880164455,0.7630738747457159,0.529535708224405
144,[1 2 3 4 5 6 7],"{'n_estimators': 1100, 'max_depth': 3, 'learning_rate': 0.2448032958954193, 'subsample': 0.7165046702497989, 'colsample_bytree': 0.5949638866566525, 'gamma': 0.16058001451982348, 'reg_alpha': 0.6953550934908476, 'reg_lambda': 0.46689000005081494}",86.08656279985298,1100.0,3.0,0.2448032958954193,0.7165046702497989,0.5949638866566525,0.16058001451982348,0.6953550934908476,0.46689000005081494
39,[1 2 3 4 5 6 7],"{'n_estimators': 600, 'max_depth': 5, 'learning_rate': 0.28086619213312997, 'subsample': 0.316850985403397, 'colsample_bytree': 0.6658806996929021, 'gamma': 0.5853609218369019, 'reg_alpha': 0.6734028748039168, 'reg_lambda': 0.4355254227604586}",86.29694184010113,600.0,5.0,0.28086619213312997,0.316850985403397,0.6658806996929021,0.5853609218369019,0.6734028748039168,0.4355254227604586
197,[1 2 3 4 5 6 7],"{'n_estimators': 1100, 'max_depth': 5, 'learning_rate': 0.2702897979803041, 'subsample': 0.7258471222587054, 'colsample_bytree': 0.584280037915988, 'gamma': 0.18312590414405885, 'reg_alpha': 0.7072056604226812, 'reg_lambda': 0.5222024702595316}",86.51902816657532,1100.0,5.0,0.2702897979803041,0.7258471222587054,0.584280037915988,0.18312590414405885,0.7072056604226812,0.5222024702595316
